price,rating,Dual_Sim,4G,5G,Vo5G,NFC,IR_Blaster,Processor_Brand,Processor_Series,Core_Count,Clock_Speed_GHz,Performance_Tier,RAM Size GB,Storage Size GB,RAM Tier,battery_capacity,fast_charging_power,Screen_Size,Resolution_Width,Resolution_Height,Refresh_Rate,Notch_Type,primary_rear_camera_mp,num_rear_cameras,primary_front_camera_mp,num_front_cameras,memory_card_support,memory_card_size,os_name,os_version,brand
non-expensive,79.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,480,8.0,2.2,Budget,4.0,128.0,Mid-Range,5000.0,10,6.5,720.0,1600.0,120.0,Punch Hole,50.0,2.0,16.0,1.0,Yes,1 TB,Android,v13,Motorola
non-expensive,70.0,Yes,Yes,No,No,No,No,Other,616,8.0,1.8,Unknown,4.0,64.0,Mid-Range,5000.0,18,6.6,1080.0,2408.0,60.0,Water Drop Notch,50.0,3.0,8.0,1.0,Yes,1 TB,Android,v11,Realme
non-expensive,74.0,Yes,Yes,Yes,No,No,No,Other,Unknown,8.0,2.4,Unknown,8.0,128.0,High-End,5000.0,0,6.5,1080.0,2400.0,60.0,Water Drop Notch,64.0,3.0,32.0,1.0,Yes,1 TB,Android,v12,Samsung
non-expensive,69.0,Yes,Yes,Yes,No,No,No,Dimensity,720,8.0,2.4,Unknown,4.0,128.0,Mid-Range,5000.0,18,6.5,720.0,1600.0,60.0,Water Drop Notch,13.0,3.0,8.0,1.0,Yes,1 TB,Android,v12,Realme
non-expensive,79.0,Yes,Yes,No,No,No,No,Snapdragon,662,8.0,2.4,Mid-Range,6.0,128.0,Mid-Range,5000.0,33,6.43,1080.0,2400.0,60.0,Punch Hole,48.0,3.0,16.0,1.0,Yes,256 GB,Android,v11,OPPO
non-expensive,75.0,Yes,Yes,No,No,No,No,Snapdragon,712,8.0,2.3,High-End,4.0,64.0,Mid-Range,4000.0,20,6.4,1080.0,2340.0,60.0,Water Drop Notch,64.0,1.0,16.0,1.0,Yes,256 GB,Android,v9.0,Realme
expensive,60.0,Yes,Yes,No,No,Yes,No,Other,13,8.0,2.4,Unknown,4.0,64.0,Mid-Range,3060.0,0,6.1,828.0,1792.0,60.0,No Notch,12.0,2.0,7.0,1.0,No,1 TB,iOS,v12.3,Apple
non-expensive,80.0,Yes,Yes,No,No,No,No,Helio,80,8.0,2.4,Unknown,6.0,128.0,Mid-Range,5000.0,15,6.4,1080.0,2400.0,90.0,Water Drop Notch,64.0,1.0,20.0,1.0,Yes,1 TB,Android,v11,Samsung
non-expensive,77.0,Yes,Yes,No,No,No,No,Helio,88,8.0,2.4,Unknown,6.0,128.0,Mid-Range,5000.0,33,6.7,1080.0,2400.0,60.0,Water Drop Notch,50.0,2.0,16.0,1.0,Yes,1 TB,Android,v11,Infinix
non-expensive,75.0,Yes,Yes,No,No,No,No,Snapdragon,680,8.0,2.4,Mid-Range,6.0,128.0,Mid-Range,6000.0,18,6.7,720.0,1600.0,60.0,Water Drop Notch,50.0,2.0,5.0,1.0,Yes,512 GB,Android,v11,Xiaomi
non-expensive,68.0,Yes,Yes,No,No,No,No,Helio,35,8.0,2.3,Unknown,4.0,64.0,Mid-Range,5000.0,0,6.53,720.0,1600.0,60.0,Water Drop Notch,13.0,2.0,5.0,1.0,Yes,512 GB,Android,v11,Xiaomi
non-expensive,82.0,Yes,Yes,No,No,No,No,Helio,99,8.0,2.2,Mid-Range,12.0,256.0,Flagship,9800.0,66,6.78,1080.0,2400.0,120.0,No Notch,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v12,Oukitel
non-expensive,65.0,Yes,Yes,No,No,No,No,Snapdragon,450,8.0,1.8,Budget,4.0,64.0,Mid-Range,5000.0,0,6.5,720.0,1544.0,60.0,Water Drop Notch,13.0,2.0,13.0,1.0,Yes,256 GB,Android,v10,Vivo
expensive,74.0,Yes,Yes,Yes,No,Yes,No,Bionic,14,6.0,3.1,Unknown,4.0,64.0,Mid-Range,5000.0,0,6.58,1080.0,2400.0,90.0,Unknown,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v12,Apple
non-expensive,84.0,Yes,Yes,Yes,No,Yes,No,Exynos,1280,8.0,2.4,Unknown,8.0,128.0,High-End,6000.0,25,6.6,1080.0,2400.0,120.0,Water Drop Notch,50.0,1.0,8.0,1.0,Yes,1 TB,Android,v12,Samsung
non-expensive,78.0,Yes,Yes,No,No,No,No,Snapdragon,675,8.0,2.4,Mid-Range,8.0,128.0,High-End,3700.0,0,6.39,1080.0,2316.0,60.0,No Notch,48.0,3.0,32.0,1.0,Yes,256 GB,Android,v9.0,Vivo
non-expensive,69.0,Yes,Yes,No,No,No,No,Exynos,7885,8.0,2.2,Unknown,4.0,64.0,Mid-Range,3100.0,15,5.9,1080.0,2340.0,60.0,Water Drop Notch,16.0,2.0,25.0,1.0,Yes,512 GB,Android,v9.0,Samsung
non-expensive,79.0,Yes,Yes,Yes,No,No,No,Exynos,1330,8.0,2.4,Unknown,6.0,128.0,Mid-Range,5000.0,15,6.6,1080.0,2408.0,90.0,Water Drop Notch,50.0,3.0,13.0,1.0,Yes,1 TB,Android,v13,Samsung
non-expensive,62.0,Yes,Yes,No,No,No,No,Helio,22,8.0,2.4,Unknown,4.0,32.0,Mid-Range,4030.0,0,6.2,1520.0,720.0,60.0,Water Drop Notch,13.0,2.0,8.0,1.0,Yes,256 GB,Android,v8.1,Vivo
expensive,80.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8,8.0,3.2,Flagship,8.0,128.0,High-End,4450.0,125,6.67,1080.0,2340.0,144.0,Punch Hole,200.0,3.0,60.0,1.0,Yes,1 TB,Android,v12,Motorola
non-expensive,76.0,Yes,Yes,Yes,No,No,Yes,Dimensity,810,8.0,2.4,Unknown,4.0,64.0,Mid-Range,5000.0,33,6.6,1080.0,2400.0,90.0,Punch Hole,50.0,2.0,16.0,1.0,Yes,1 TB,Android,v11,Poco
non-expensive,86.0,Yes,Yes,Yes,No,Yes,Yes,Snapdragon,778,8.0,2.4,Unknown,8.0,128.0,High-End,4250.0,33,6.55,1080.0,2400.0,90.0,Punch Hole,64.0,3.0,20.0,1.0,Yes,1 TB,Android,v11,Xiaomi
non-expensive,80.0,Yes,Yes,No,No,No,No,Other,7731,4.0,1.3,Unknown,1.0,16.0,Budget,5000.0,0,6.5,1600.0,720.0,60.0,Water Drop Notch,8.0,2.0,8.0,1.0,Yes,1 TB,Android,v12,itel
expensive,89.0,Yes,Yes,No,No,Yes,No,Exynos,9825,8.0,2.73,Unknown,12.0,256.0,Flagship,4300.0,45,6.8,1440.0,3040.0,60.0,Punch Hole,12.0,1.0,10.0,1.0,Yes,1 TB,Android,v9.0,Samsung
expensive,89.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8 Gen2,8.0,3.2,Flagship,16.0,256.0,Flagship,5000.0,120,6.78,1440.0,3200.0,144.0,Punch Hole,50.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,iQOO
non-expensive,72.0,Yes,Yes,No,No,No,No,Helio,70,8.0,2.4,Unknown,4.0,64.0,Mid-Range,5000.0,18,6.55,720.0,1612.0,60.0,Water Drop Notch,50.0,2.0,8.0,1.0,Yes,1 TB,Android,v12,Vivo
non-expensive,72.0,Yes,Yes,Yes,No,No,No,Other,Unknown,8.0,2.4,Unknown,6.0,128.0,Mid-Range,6000.0,0,6.7,1080.0,2400.0,60.0,Punch Hole,64.0,3.0,32.0,1.0,Yes,1 TB,Android,v12,Samsung
non-expensive,80.0,Yes,Yes,Yes,Yes,No,No,Snapdragon,8 Gen1,8.0,2.4,Flagship,8.0,128.0,High-End,5000.0,120,6.73,1080.0,2400.0,144.0,Punch Hole,50.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,Realme
expensive,77.0,Yes,Yes,Yes,Yes,Yes,No,Other,Unknown,8.0,2.4,Unknown,8.0,128.0,High-End,4500.0,0,6.5,1080.0,2400.0,60.0,Punch Hole,64.0,1.0,32.0,1.0,No,1 TB,Android,v12,Samsung
expensive,80.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8 Gen1,8.0,2.4,Unknown,12.0,256.0,Flagship,4700.0,80,6.78,1440.0,3200.0,120.0,Punch Hole,50.0,1.0,32.0,1.0,No,1 TB,Android,v12,Vivo
non-expensive,76.0,Yes,Yes,No,No,No,No,Other,616,8.0,2.4,Unknown,8.0,128.0,High-End,5000.0,18,6.6,720.0,1612.0,90.0,Water Drop Notch,50.0,1.0,8.0,1.0,Yes,256 GB,Android,v12,Infinix
non-expensive,62.0,Yes,Yes,No,No,No,No,Unisoc,9863,8.0,1.6,Unknown,4.0,64.0,Mid-Range,5000.0,10,6.5,720.0,1600.0,60.0,Water Drop Notch,8.0,1.0,5.0,1.0,Yes,1 TB,Android,v12,Realme
expensive,83.0,Yes,Yes,Yes,No,No,Yes,Snapdragon,7 Gen1,8.0,2.36,Unknown,6.0,128.0,Mid-Range,5200.0,210,6.67,1080.0,2460.0,120.0,Punch Hole,108.0,1.0,32.0,1.0,Yes,512 GB,Android,v12,Xiaomi
non-expensive,79.0,Yes,Yes,Yes,No,No,No,Snapdragon,4,8.0,2.4,Unknown,6.0,128.0,Mid-Range,5000.0,18,6.58,1080.0,2408.0,120.0,Water Drop Notch,50.0,2.0,8.0,1.0,Yes,1 TB,Android,v12,iQOO
non-expensive,81.0,Yes,Yes,Yes,No,No,Yes,Dimensity,810,8.0,2.4,Unknown,6.0,128.0,Mid-Range,5000.0,33,6.6,1080.0,2400.0,90.0,Punch Hole,50.0,2.0,16.0,1.0,Yes,1 TB,Android,v11,Xiaomi
non-expensive,82.0,Yes,Yes,No,No,No,Yes,Snapdragon,732,8.0,2.3,High-End,8.0,128.0,High-End,4250.0,33,6.55,1080.0,2400.0,90.0,Punch Hole,64.0,3.0,16.0,1.0,Yes,512 GB,Android,v11,Xiaomi
expensive,80.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,865,8.0,2.84,Unknown,8.0,128.0,High-End,5000.0,0,6.8,1080.0,2460.0,60.0,Punch Hole,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v12,LG
expensive,89.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8 Gen1,8.0,2.4,Flagship,12.0,256.0,Flagship,5000.0,65,6.7,1440.0,3216.0,120.0,Punch Hole,50.0,3.0,32.0,1.0,Yes,1 TB,Android,v12,Realme
expensive,85.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,778,8.0,2.4,High-End,6.0,128.0,Mid-Range,4300.0,66,6.57,1080.0,2340.0,120.0,Punch Hole,108.0,1.0,32.0,1.0,No,1 TB,Android,v11,Honor
non-expensive,85.0,Yes,Yes,Yes,No,No,No,Dimensity,1080,8.0,2.6,Unknown,8.0,256.0,High-End,5000.0,33,6.78,1080.0,2460.0,120.0,Punch Hole,50.0,3.0,16.0,1.0,Yes,256 GB,Android,v12,Infinix
non-expensive,81.0,Yes,Yes,Yes,No,Yes,Yes,Snapdragon,778,8.0,2.4,High-End,8.0,128.0,High-End,5000.0,67,6.67,1080.0,2400.0,120.0,Punch Hole,50.0,3.0,16.0,1.0,No,1 TB,Android,v13,Xiaomi
non-expensive,83.0,Yes,Yes,Yes,No,No,No,Dimensity,920,8.0,2.5,Unknown,8.0,128.0,High-End,5000.0,33,6.4,1080.0,2400.0,90.0,Punch Hole,48.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,Realme Narzo
expensive,89.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,888,8.0,2.84,Flagship,12.0,256.0,Flagship,4400.0,25,7.6,1768.0,2208.0,120.0,Punch Hole,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v11,Samsung
expensive,86.0,Yes,Yes,Yes,No,Yes,Yes,Snapdragon,8 Gen2,8.0,3.2,Flagship,8.0,128.0,High-End,5000.0,67,6.73,1440.0,3200.0,120.0,Punch Hole,50.0,3.0,20.0,1.0,Yes,1 TB,Android,v12,Xiaomi
expensive,86.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8,8.0,3.2,Flagship,16.0,256.0,Flagship,4700.0,80,6.7,1080.0,2412.0,120.0,Punch Hole,50.0,3.0,32.0,1.0,Yes,1 TB,Android,v12,OPPO
non-expensive,85.0,Yes,Yes,Yes,No,No,No,Snapdragon,695,8.0,2.2,Mid-Range,8.0,256.0,High-End,5000.0,33,6.59,1080.0,2412.0,120.0,Punch Hole,64.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,OnePlus
expensive,87.0,Yes,Yes,Yes,No,No,No,Snapdragon,865,8.0,2.84,Flagship,8.0,128.0,High-End,4450.0,0,7.8,1440.0,1920.0,60.0,No Notch,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v12,Royole
non-expensive,84.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,695,8.0,2.2,Mid-Range,8.0,128.0,High-End,4800.0,67,6.7,1080.0,2412.0,120.0,Punch Hole,108.0,2.0,16.0,1.0,Yes,1 TB,Android,v13,OPPO
non-expensive,70.0,Yes,Yes,Yes,No,No,No,Dimensity,700,8.0,2.2,Unknown,4.0,128.0,Mid-Range,5000.0,15,6.51,720.0,1600.0,60.0,Water Drop Notch,13.0,2.0,5.0,1.0,Yes,1 TB,Android,v13,Vivo
non-expensive,61.0,Yes,Yes,No,No,No,No,Helio,35,8.0,2.3,Unknown,2.0,32.0,Budget,5000.0,0,6.5,720.0,1600.0,60.0,Water Drop Notch,13.0,2.0,5.0,1.0,Yes,256 GB,Android,v10,Realme
non-expensive,63.0,Yes,Yes,No,No,No,No,Helio,22,8.0,2.4,Unknown,3.0,32.0,Budget,4000.0,0,6.1,720.0,1560.0,60.0,Water Drop Notch,13.0,2.0,5.0,1.0,Yes,128 GB,Android,v9.0,Realme
non-expensive,83.0,Yes,Yes,Yes,No,Yes,No,Dimensity,1300,8.0,2.4,Unknown,8.0,128.0,High-End,4500.0,80,6.43,1080.0,2400.0,90.0,Punch Hole,50.0,3.0,32.0,1.0,Yes,1 TB,Android,v12,OPPO
expensive,87.0,Yes,Yes,No,No,Yes,No,Exynos,990,8.0,2.73,Unknown,8.0,256.0,High-End,4300.0,25,6.7,1080.0,2400.0,60.0,Punch Hole,64.0,3.0,10.0,1.0,Yes,1 TB,Android,v12,Samsung
expensive,77.0,Yes,Yes,No,No,Yes,No,Bionic,13,6.0,2.65,Unknown,4.0,64.0,Mid-Range,3500.0,18,6.5,1242.0,2688.0,60.0,Large Notch,12.0,3.0,12.0,1.0,No,1 TB,iOS,v13,Apple
non-expensive,77.0,Yes,Yes,No,No,No,Yes,Helio,96,8.0,2.05,Unknown,6.0,64.0,Mid-Range,5000.0,33,6.43,1080.0,2400.0,90.0,Punch Hole,64.0,3.0,16.0,1.0,Yes,1 TB,Android,v11,POCO
non-expensive,85.0,Yes,Yes,Yes,No,No,Yes,Dimensity,8100,8.0,2.85,Unknown,8.0,256.0,High-End,5080.0,67,6.6,1080.0,2460.0,144.0,Punch Hole,64.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,Xiaomi
non-expensive,71.0,Yes,Yes,No,No,No,No,Helio,25,8.0,2.4,Unknown,4.0,64.0,Mid-Range,5000.0,10,6.5,720.0,1600.0,60.0,Water Drop Notch,50.0,3.0,5.0,1.0,Yes,1 TB,Android,v12,Honor
expensive,72.0,Yes,Yes,No,No,Yes,No,Bionic,16,8.0,2.4,Unknown,6.0,128.0,Mid-Range,3285.0,0,6.06,1170.0,2532.0,60.0,Punch Hole,50.0,2.0,13.0,1.0,No,1 TB,iOS,v15,Apple
non-expensive,80.0,Yes,Yes,Yes,No,No,No,Snapdragon,750,8.0,2.2,Unknown,6.0,128.0,Mid-Range,5000.0,30,6.5,1080.0,2400.0,120.0,Punch Hole,48.0,3.0,16.0,1.0,Yes,1 TB,Android,v11,Realme
expensive,80.0,Yes,Yes,Yes,No,Yes,No,Other,3,8.0,2.4,Unknown,12.0,256.0,Flagship,5000.0,67,6.73,1440.0,3120.0,120.0,Punch Hole,50.0,3.0,12.0,1.0,Yes,1 TB,Android,v12,Google
non-expensive,67.0,Yes,Yes,No,No,No,No,Helio,35,8.0,2.3,Unknown,3.0,32.0,Budget,5000.0,15,6.5,720.0,1600.0,60.0,Water Drop Notch,13.0,3.0,5.0,1.0,Yes,1 TB,Android,v11,Samsung
non-expensive,86.0,Yes,Yes,Yes,No,Yes,Yes,Dimensity,1080,8.0,2.6,Unknown,8.0,256.0,High-End,4300.0,210,6.67,1080.0,2400.0,120.0,Punch Hole,200.0,3.0,16.0,1.0,No,1 TB,Android,v12,Xiaomi
expensive,87.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8,8.0,3.2,Flagship,8.0,128.0,High-End,4500.0,68,6.67,1080.0,2400.0,144.0,Punch Hole,50.0,3.0,32.0,1.0,No,1 TB,Android,v13,Motorola Edge
non-expensive,81.0,Yes,Yes,Yes,No,Yes,No,Exynos,1280,8.0,2.4,Unknown,6.0,128.0,Mid-Range,6000.0,25,6.6,1080.0,2400.0,120.0,Water Drop Notch,50.0,1.0,8.0,1.0,Yes,1 TB,Android,v12,Samsung
non-expensive,80.0,Yes,Yes,No,No,No,No,Snapdragon,8939,8.0,1.5,Unknown,3.0,32.0,Budget,2500.0,0,5.0,1080.0,1920.0,60.0,No Notch,13.0,1.0,13.0,1.0,Yes,64 GB,Android,v5.1.1,Lyf
non-expensive,82.0,Yes,Yes,Yes,No,No,No,Snapdragon,695,8.0,2.2,Mid-Range,8.0,128.0,High-End,4500.0,33,6.43,1080.0,2400.0,60.0,Punch Hole,64.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,OPPO
expensive,77.0,Yes,Yes,Yes,No,Yes,No,Dimensity,9200,8.0,2.4,Unknown,12.0,256.0,Flagship,5000.0,120,6.67,1080.0,2400.0,120.0,Punch Hole,50.0,3.0,32.0,1.0,Yes,1 TB,Android,v12,Vivo
non-expensive,83.0,Yes,Yes,Yes,No,No,Yes,Snapdragon,7 Gen1,8.0,2.36,Unknown,6.0,128.0,Mid-Range,5200.0,67,6.67,1080.0,2460.0,120.0,Punch Hole,108.0,1.0,32.0,1.0,Yes,512 GB,Android,v12,Xiaomi
non-expensive,65.0,Yes,Yes,No,No,No,No,Helio,35,8.0,2.3,Unknown,3.0,32.0,Budget,5000.0,10,6.51,720.0,1600.0,60.0,Water Drop Notch,13.0,2.0,5.0,1.0,Yes,1 TB,Android,v12,Vivo
non-expensive,80.0,Yes,Yes,No,No,No,No,Helio,80,8.0,2.4,Unknown,6.0,128.0,Mid-Range,6000.0,15,6.4,1080.0,2400.0,90.0,Water Drop Notch,64.0,1.0,20.0,1.0,Yes,1 TB,Android,v11,Samsung
non-expensive,68.0,Yes,Yes,No,No,No,No,Helio,35,8.0,2.3,Unknown,4.0,64.0,Mid-Range,5000.0,10,6.51,720.0,1600.0,60.0,Water Drop Notch,13.0,2.0,5.0,1.0,Yes,1 TB,Android,v12,Vivo
non-expensive,63.0,Yes,Yes,No,No,No,No,Other,1,8.0,1.8,Unknown,2.0,32.0,Budget,4000.0,15,6.4,720.0,1560.0,60.0,Punch Hole,13.0,3.0,8.0,1.0,Yes,512 GB,Android,v10,Samsung
non-expensive,80.0,No,Yes,No,No,No,No,Other,1,8.0,2.4,Unknown,6.0,128.0,Unknown,5000.0,0,6.58,1080.0,2400.0,90.0,Unknown,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v12,LG
expensive,82.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,765,8.0,2.4,High-End,8.0,128.0,High-End,4080.0,18,6.0,1080.0,2340.0,90.0,Punch Hole,16.0,2.0,8.0,1.0,Yes,1 TB,Android,v12,Google
non-expensive,72.0,Yes,Yes,No,No,No,No,Exynos,850,8.0,2.4,Unknown,4.0,64.0,Mid-Range,6000.0,15,6.5,720.0,1600.0,90.0,Water Drop Notch,48.0,1.0,8.0,1.0,Yes,1 TB,Android,v11,Samsung
non-expensive,80.0,Yes,Yes,No,No,No,No,Helio,22,4.0,2.4,Unknown,2.0,32.0,Budget,5000.0,0,6.56,720.0,1600.0,60.0,Water Drop Notch,8.0,1.0,5.0,1.0,Yes,1 TB,Android,v12,Tecno
non-expensive,75.0,Yes,Yes,Yes,No,No,Yes,Dimensity,700,8.0,2.2,Unknown,4.0,64.0,Mid-Range,5000.0,18,6.5,1080.0,2400.0,90.0,Punch Hole,48.0,3.0,8.0,1.0,Yes,1 TB,Android,v11,Xiaomi
non-expensive,83.0,Yes,Yes,No,No,Yes,No,Snapdragon,778,8.0,2.4,Unknown,8.0,128.0,High-End,4300.0,66,6.57,1080.0,2340.0,120.0,Punch Hole,50.0,1.0,32.0,1.0,Yes,1 TB,Android,v12,Huawei
expensive,80.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8 Gen1,8.0,2.4,Unknown,12.0,512.0,Flagship,4600.0,120,6.76,1344.0,2772.0,120.0,Punch Hole,50.0,1.0,13.0,1.0,Yes,1 TB,Android,v12,Honor
non-expensive,80.0,Yes,Yes,No,No,No,No,Helio,Unknown,8.0,2.4,Unknown,3.0,32.0,Budget,5000.0,10,6.51,720.0,1600.0,60.0,Water Drop Notch,8.0,1.0,5.0,1.0,Yes,1 TB,Android,v12,Vivo
non-expensive,84.0,Yes,Yes,Yes,No,No,No,Snapdragon,695,8.0,2.2,Mid-Range,8.0,128.0,High-End,5000.0,33,6.59,1080.0,2412.0,120.0,Punch Hole,64.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,OnePlus
expensive,88.0,Yes,Yes,No,No,Yes,No,Exynos,990,8.0,2.73,Unknown,8.0,128.0,High-End,4500.0,25,6.7,1440.0,3200.0,120.0,Punch Hole,64.0,1.0,10.0,1.0,Yes,1 TB,Android,v10,Samsung
non-expensive,71.0,Yes,Yes,No,No,No,No,Helio,37,8.0,2.3,Unknown,4.0,64.0,Mid-Range,5000.0,10,6.5,720.0,1600.0,90.0,Punch Hole,50.0,2.0,8.0,1.0,Yes,1 TB,Android,v12,Motorola
non-expensive,74.0,Yes,Yes,No,No,No,No,Helio,35,8.0,2.3,Unknown,6.0,128.0,Mid-Range,5000.0,0,6.51,1600.0,720.0,60.0,Punch Hole,13.0,3.0,16.0,1.0,Yes,256 GB,Android,v10,OPPO
expensive,85.0,Yes,Yes,Yes,Yes,No,No,Snapdragon,8,8.0,2.4,Flagship,12.0,256.0,Flagship,5100.0,45,6.83,1200.0,2860.0,144.0,Punch Hole,200.0,1.0,60.0,1.0,No,1 TB,Android,v13,Samsung
expensive,86.0,Yes,Yes,Yes,No,Yes,No,Dimensity,8100,8.0,2.85,Unknown,12.0,256.0,Flagship,4500.0,80,6.7,1080.0,2412.0,120.0,Punch Hole,50.0,3.0,32.0,1.0,Yes,1 TB,Android,v12,OPPO
expensive,80.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8 Gen1,8.0,2.4,Unknown,12.0,256.0,Flagship,5000.0,45,6.8,1440.0,3080.0,120.0,Punch Hole,108.0,1.0,40.0,1.0,Yes,1 TB,Android,v12,Samsung
expensive,88.0,Yes,Yes,Yes,No,Yes,Yes,Snapdragon,865,8.0,2.84,Unknown,8.0,256.0,High-End,4780.0,30,6.67,1080.0,2340.0,90.0,Punch Hole,108.0,1.0,20.0,1.0,No,1 TB,Android,v10.0,Xiaomi
non-expensive,78.0,Yes,Yes,No,No,Yes,No,Snapdragon,855,8.0,2.8,Flagship,6.0,64.0,Mid-Range,2800.0,0,5.7,1080.0,2280.0,60.0,No Notch,16.0,2.0,8.0,1.0,No,1 TB,Android,v10,Google
non-expensive,84.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,695,8.0,2.2,Unknown,8.0,128.0,High-End,4500.0,33,6.43,1080.0,2400.0,60.0,Punch Hole,64.0,3.0,16.0,1.0,Yes,1 TB,Android,v11,OPPO
non-expensive,79.0,Yes,Yes,No,No,No,No,Snapdragon,765,8.0,2.4,High-End,8.0,128.0,High-End,4300.0,30,6.55,1080.0,2400.0,90.0,Punch Hole,64.0,3.0,16.0,1.0,No,1 TB,Android,v10,OnePlus
non-expensive,68.0,Yes,Yes,No,No,No,No,Helio,70,8.0,2.4,Unknown,4.0,64.0,Mid-Range,4000.0,10,6.2,720.0,1520.0,60.0,Water Drop Notch,13.0,3.0,8.0,1.0,Yes,512 GB,Android,v9.0,Motorola
expensive,80.0,Yes,Yes,Yes,No,Yes,No,Exynos,2100,8.0,2.9,Unknown,12.0,128.0,Flagship,5000.0,25,6.8,1440.0,3200.0,120.0,Punch Hole,108.0,1.0,40.0,1.0,Yes,1 TB,Android,v12,Samsung
non-expensive,87.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,870,8.0,3.2,Flagship,6.0,128.0,Mid-Range,5000.0,20,6.7,1080.0,2520.0,90.0,Punch Hole,64.0,1.0,16.0,2.0,Yes,1 TB,Android,v11,Motorola Edge
expensive,88.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,888,8.0,2.9,Flagship,8.0,128.0,High-End,4400.0,68,6.55,1080.0,2400.0,144.0,Punch Hole,50.0,3.0,32.0,1.0,No,1 TB,Android,v12,Motorola Edge
expensive,84.0,Yes,Yes,Yes,No,Yes,No,Dimensity,1300,8.0,2.4,Unknown,8.0,128.0,High-End,4500.0,80,6.43,1080.0,2400.0,90.0,Punch Hole,50.0,3.0,32.0,1.0,Yes,1 TB,Android,v12,OPPO
non-expensive,80.0,Yes,No,No,No,No,No,Other,Unknown,8.0,2.4,Unknown,0.0,0.0,Budget,1000.0,0,1.77,120.0,160.0,60.0,No Notch,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v12,Nokia
non-expensive,78.0,Yes,Yes,No,No,No,No,Helio,85,8.0,2.4,Unknown,6.0,128.0,Mid-Range,5000.0,20,6.47,1080.0,2400.0,60.0,Punch Hole,50.0,3.0,13.0,1.0,Yes,1 TB,Android,v11,Motorola
expensive,88.0,Yes,Yes,No,No,Yes,No,Snapdragon,865,8.0,2.84,Flagship,12.0,256.0,Flagship,3730.0,0,6.5,1440.0,3168.0,60.0,Water Drop Notch,48.0,3.0,16.0,1.0,Yes,1 TB,Android,v10,Sharp
non-expensive,76.0,Yes,Yes,Yes,No,No,No,Dimensity,700,8.0,2.2,Unknown,4.0,128.0,Mid-Range,5000.0,18,6.5,1080.0,2400.0,60.0,Punch Hole,48.0,3.0,16.0,1.0,Yes,1 TB,Android,v11,Realme
expensive,84.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,778,8.0,2.5,High-End,8.0,256.0,High-End,5000.0,120,6.73,1080.0,2412.0,120.0,Punch Hole,50.0,3.0,32.0,1.0,Yes,1 TB,Android,v12,OPPO
non-expensive,80.0,Yes,No,No,No,No,No,Other,8,8.0,2.4,Unknown,6.0,128.0,Unknown,5000.0,0,6.58,1080.0,2400.0,90.0,Unknown,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v12,Nokia
expensive,84.0,Yes,Yes,Yes,No,Yes,No,Bionic,15,6.0,3.22,Unknown,6.0,128.0,Mid-Range,4352.0,0,6.7,1284.0,2778.0,120.0,Small Notch,12.0,3.0,12.0,1.0,No,1 TB,iOS,v15,Apple
non-expensive,71.0,Yes,Yes,No,No,No,No,Helio,22,8.0,2.4,Unknown,4.0,64.0,Mid-Range,5000.0,0,6.35,720.0,1544.0,60.0,Water Drop Notch,13.0,3.0,16.0,1.0,Yes,256 GB,Android,v9.0,Vivo
expensive,79.0,Yes,Yes,Yes,No,Yes,No,Bionic,16,8.0,2.4,Unknown,8.0,256.0,High-End,4352.0,25,6.68,1284.0,2778.0,120.0,Punch Hole,50.0,3.0,12.0,1.0,No,1 TB,iOS,v15,Apple
